Unhashed Ubermedia Id	Common Evening Lat	Common Evening Long	Common Evening Country	Common Evening Census	Common Evening Micro	Common Evening Municipality	Common Evening Admin	Common Evening Province	Common Evening Postal1	Common Evening Postal2	Common Evening Custom1	Common Evening Custom2
8ba2638e-84a8-4f2c-97e9-0162bac4dc04	24.760399	46.831957	SAU				Al Riyad					
8ba3bb8c-db77-433d-a914-65b26810b170	25.832935	55.993715	ARE					Ras Al Khaimah				
8ba50148-dd55-4cd5-b6db-f667a71cae7a	25.248028	51.452341	QAT				Fereej Al Soudan Al Waab Al Aziziya Muaither etc					
8ba6f978-bf24-42c7-9fb3-4bcda1dbe795	25.292531	55.323830	ARE					Dubai Sector I				
8baed377-e3e9-498a-a7d5-cc8262c3a33c	25.265462	55.325343	ARE					Dubai Sector I				
8bb27b3b-ae08-4af2-bb78-0f617b7441f9	25.302497	55.382464	ARE					Sharjah				
8bb2e20c-cc63-408f-bd50-fffb3731dcde	24.550929	46.896170	SAU				Al Riyad					
8bb4a89c-dadc-44fc-8fae-4fbece58eec8	24.419881	56.609316	OMN				Sohar					
8bbc4666-e46e-4bf5-acfd-6350883e9fe3	27.016858	49.635121	SAU				Al Jubayl					
8bbcd445-733b-4026-8595-96a4d1de0ca6	25.717272	55.850021	ARE					Ras Al Khaimah				
8bc7e9d6-bef2-4a0f-94e5-64aae87754b7	21.524241	39.196258	SAU				Jiddah					
8bc9e342-f788-4fcc-b97d-ed9ed0ac9ae9	25.076815	55.139984	ARE					Dubai Sector III				
8bd04ed6-918e-4930-85f2-46fcf9ddf65b	50.872645	6.881963	DEU			Hurth Stadt				50354		
8bda1941-4053-467c-8744-df1965d2a811	10.743754	76.175819	IND				Pattambi					
8be4ce42-d770-4cb4-b145-12de04db96d2	24.466220	39.616880	SAU				Al Madinah					
8be5e3bc-46dc-4550-bb46-8ae1a24e9ca1	21.298717	40.427950	SAU				At Taif					
8be66406-43e7-450e-8174-3bf6a93b883e	10.951908	79.390334	IND				Kumbakonam					
8bede7ce-7ac2-437d-852c-9a8b4d79ac52	12.330234	75.073711	IND				Hosdurg					
8bf2ed46-4c9d-44a3-b484-47d5b755a62e	25.756574	55.909550	ARE					Ras Al Khaimah				
8bfa8632-3f9b-4f28-8a54-b8b2a9128f22	40.410076	49.860022	AZE					Baki				
8bfd58dc-bbac-406d-8065-762d63c8bcfa	24.554442	46.870079	SAU				Al Riyad					
8c003331-a11f-402b-b795-576edfb2338d	26.585782	50.034348	SAU				Al Qatif					
8c02510d-2de8-4dff-9b29-0c17c15fb402	25.139678	55.258554	ARE					Dubai Sector III				
8c06cdb6-aecf-4ad5-9a13-ef3f1d712074	25.114931	55.372595	ARE					Dubai Sector VI				
8c0dd347-0994-4229-82f0-be38c6769ba3	24.671033	46.727219	SAU				Al Riyad					
8c1141ee-e150-4746-a05c-52035e1682ba	36.171243	-86.772767	USA	470370193001	District 6	Nashville, TN	Davidson County	TN	37213			
8c155d58-27b2-474a-9d62-187560e02e17	43.660300	-79.363115	CAN	35200801	Toronto	Toronto	Toronto	Ontario	M5A			
8c16b504-14f0-4727-ba24-4c0fe072db4c	52.487675	4.804561	NLD		04795110	Zaanstad				1521		
8c173191-3a3a-4f01-abc1-e833fcbc7664	-6.881537	107.633558	IDN				Bandung					
8c17ac37-c393-49a8-b503-f96455c83163	24.525948	46.691318	SAU				Al Riyad					
8c198e1f-b3c9-47b6-8200-39f14ee142b0	25.198130	55.381340	ARE					Dubai Sector IV				
8c1db256-e844-47dc-b73f-419465972096	24.758183	46.678051	SAU				Al Riyad					
8c1dd3e1-4356-487b-a087-38ffaaa6722d	21.419528	39.826376	SAU				Makkah Al Mokarramah					
8c1dee4d-98f5-47c8-a942-931dc60db744	51.099625	6.514598	DEU			Juchen				41363		
8c1dfbe0-4daf-49e4-99c8-7af64d1e6a9e	43.733049	7.253939	FRA		060881201	Nice				06100		
8c1ff3af-b2dd-4a12-b2d5-7540a5ed21a5	25.113692	56.282328	ARE					Fujairah				
8c22dff6-322b-4496-940e-adb1a4f49a7c	15.284564	73.975706	IND				Salcete					
8c26f0e8-5e83-4ebd-8969-4603b0b7cdcc	24.455416	54.714628	ARE					Abu Dhabi				
8c318d93-7ca6-492a-a59e-6d7edfaee06f	24.783425	46.763298	SAU				Al Riyad					
8c328d56-fd9a-44e7-b8b9-a98cbf116fd9	49.913465	8.578550	DEU			Weiterstadt Stadt				64331		
8c34401a-71ee-4a8d-8589-5f406b71f80f	24.780368	46.701644	SAU				Al Riyad					
8c35a8f1-c202-4d5b-b2b2-bacab94e7ce7	26.466052	50.046227	SAU				Al Qatif					
8c39404b-b223-495c-8154-a549ce21b938	25.191674	55.282327	ARE					Dubai Sector III				
8c3d3bc8-a1df-4bbd-a42b-d7df802d6d8b	25.260479	55.292042	ARE					Dubai Sector III				
8c3e0b80-68d1-4330-8bc5-0e4a8281825d	25.273439	55.309139	ARE					Dubai Sector I				
8c3ed708-caa8-4812-b6fe-22cc53d87bff	24.775548	46.665543	SAU				Al Riyad					
8c41e2d6-8725-4831-bb53-f54a6cafe988	25.070170	55.306941	ARE					Dubai Sector VI				
8c435830-d0ae-401d-80e9-94f004017823	25.269979	55.296437	ARE					Dubai Sector I				
8c4a8a65-57ad-4235-8dff-59a86828ef27	25.072304	55.129741	ARE					Dubai Sector III				
8c5115fb-11d0-41f0-99a4-a73adf0c4c86	19.060740	73.035378	IND				Thane					
8c538ee5-0d9a-40ab-aebb-2962e2f54712	51.565060	0.072113	GBR		E01003781		Redbridge			IG1 4		
8c542f7a-4143-4c6a-84b8-0d7b6dda158c	25.122067	56.326072	ARE					Fujairah				
8c55064f-1408-41ad-b3a5-cc9891c83c06	51.526735	-0.100243	GBR		E01002723		Islington			EC1V 7		
8c5e2b6e-4d63-4332-b109-516a2fb95c61	25.047974	55.195122	ARE					Dubai Sector VI				
8c5f69f5-a0fe-4c90-8a65-4af73e3d700d	19.190047	72.970041	IND				Thane					
8c61d63b-516b-48e8-ab19-dfe1f60a845e	52.312344	4.854985	NLD		03620301	Amstelveen				1181		
8c630658-3385-4c8e-890f-3f6189189d7a	10.397270	79.494110	IND				Thiruthuraipoondi					
8c6742e1-999b-41f4-91f8-e5af7c36c684	50.583434	-113.868662	CAN	48062047	High River	High River	Division No 6	Alberta	T1V			
8c72412b-0a4b-49cf-960b-db64944cc506	45.338483	-122.602561	USA	410050225022	Northwest Clackamas CCD	Portland, OR	Clackamas County	OR	97045			
8c7524d9-6ef4-44d3-8a3c-4341e844dc1e	27.181632	49.140944	SAU				Al Jubayl					
8c86b641-9eea-4ce1-8830-9ebbdbf8c0d9	24.194974	55.753180	ARE					Al Ain				
8c880068-726b-4df4-b78f-628059fa6f02	25.234412	55.324568	ARE					Dubai Sector III				
8c88a490-75d0-455c-89d1-9c71ff41e132	43.846134	-79.505750	CAN	35190805	Vaughan	Toronto	York	Ontario	L6A			
8c8eb162-3a3c-44dd-9b06-da2b9f098c4e	24.739119	46.663386	SAU				Al Riyad					
8c901512-1d85-49ca-81ef-37ab11cb5e56	25.377785	55.465071	ARE					Ajman				
8c920793-33d5-4dd9-b74e-3bbb0cbd2b70	24.052246	90.728401	BGD				Manoharadbi					
8c97b810-a0df-4861-b830-815c143f9a8b	26.984310	49.658153	SAU				Al Jubayl					
8c9f132a-9787-4dd0-a4d0-33c4ed03ff05	35.750645	51.479910	IRN				Tehran	Tehran				
8ca138fa-6563-4de9-9110-99b95979bb29	25.109036	55.200014	ARE					Dubai Sector III				
8ca67173-88e4-4436-a947-fb0640aa6ad5	25.310555	55.418509	ARE					Sharjah				
8cae8d59-ef10-47f6-9902-cfd53d4badda	25.243264	55.301323	ARE					Dubai Sector III				
8cb202de-bd5a-44ce-b5a8-c7fb19594541	33.942342	-84.354741	USA	131210101305	Atlanta CCD	Atlanta, GA	Fulton County	GA	30328			
8cb3b03b-fcd8-45b5-9d23-8162c4fe2ffd	19.249257	72.847010	IND				Mumbai Suburban					
8cb4e01d-eeea-493f-94d0-9c3e8d711afa	27.533341	75.226639	IND				Danta Ramgarh					
8cb88b68-decc-4885-a3cd-2fca293daca9	25.207456	55.268247	ARE					Dubai Sector III				
8cbda240-f4e8-4a9c-9c95-d17025e23422	40.551142	-74.460643	USA	340230006032	Piscataway township	New York, NY	Middlesex County	NJ	08854			
8cbdd869-1cdc-485d-a0c8-156312063d5d	41.880047	-87.620031	USA	170313204001	Chicago city	Chicago, IL	Cook County	IL	60603			
8cc270a6-4291-4ad4-89c9-2c43651ab464	24.682737	46.727133	SAU				Al Riyad					
8cd04bc9-87cd-476a-a80f-b0504f18cc22	50.108589	8.637805	DEU			Frankfurt am Main Stadt				60326		
8cd545fc-eafd-4aef-a372-92b78d827ba3	12.990640	77.606544	IND				Bangalore North					
8cd622a9-dc5f-4636-b122-b92c36bb9848	26.427918	50.077724	SAU				Ad Dammam					
8cdb0a5a-e8ab-4ef6-890b-81563872fe2e	25.231854	55.287055	ARE					Dubai Sector III				
8cdf298f-0e22-460d-932d-65f27de16d3d	24.758140	46.788942	SAU				Al Riyad					
8cdf3879-2218-42fa-818c-201cbdfe5007	24.410742	54.498388	ARE					Abu Dhabi				
8ce582fb-97f7-49b8-af58-957e52356235	13.745407	100.561111	THA		103901		Watthana					
8cee4600-d689-4630-bb39-319d520d8c86	25.084444	55.144621	ARE					Dubai Sector III				
8cf0a1aa-e8e9-4c44-aec3-75eaf125225d	51.491318	-0.121372	GBR		E01003109		Lambeth			SE11 5		
8cf32145-c6b6-4558-9aea-84bdc0adff96	24.769438	46.681441	SAU				Al Riyad					
8cf34210-6e59-4c8f-a4f0-77010ce93b88	25.240146	55.276869	ARE					Dubai Sector III				
8cf42a88-c89d-4aa4-a7bb-2afb8772bd77	40.750317	-74.001403	USA	360610097002	Manhattan borough	New York, NY	New York County	NY	10001			
8cf5e972-6e26-4a22-82f6-bd71267fb2c9	18.750945	72.890463	IND				Alibag					
8cfaef6f-c06a-4dfa-ac34-0adea190d2c1	45.551350	-73.540158	CAN	24661766	Montréal	Montréal	Montreal	Quebec	H1V			
8cff18a2-f4e9-470d-bd72-1a6e073442de	41.402539	2.212757	ESP	0801910078		Barcelona				08019		
8d008f86-3645-480f-893d-49e5958ea2de	25.705343	51.504979	QAT				Simaisma Al Jeryan Al Khor					
8d0428b7-73c3-4402-9561-5ac0566e532f	24.479436	54.373174	ARE					Abu Dhabi				
8d0798ee-83da-4e6e-89b1-f6ba5f4805e0	23.186572	72.628597	IND				Gandhinagar					
8d0c3cc0-d5e8-406a-aa4e-9c7ac03f22e6	23.904894	52.799775	ARE					Al Dhafra				
8d0fea9a-693b-4fe0-9063-1a533f0e0b29	24.997113	55.174748	ARE					Dubai Sector V				
8d100d2c-9d67-4169-bb06-ce6fffbea5ec	25.286165	51.536630	QAT				Old Al Ghanim					
8d1033c7-a20d-42a6-aba5-2482ddbd4dda	19.211184	72.863351	IND				Mumbai Suburban					
8d1232ab-dade-4379-9e6e-7266d9fc4661	13.209675	79.117288	IND				Chittoor					
8d12a77b-e880-415c-8a34-24463263f823	24.781455	46.710560	SAU				Al Riyad					
8d257067-7cf8-4dd1-bf93-d13132980747	37.468541	127.051147	KOR				Seocho gu					
8d26da5a-a5f6-4808-ae45-e255f893144d	24.357873	54.493414	ARE					Abu Dhabi				
8d28d6ab-4ac3-421b-8d16-81a7a73d04fe	37.253965	-121.817929	USA	060855120232	San Jose CCD	San Francisco-Oakland-San Jose, CA	Santa Clara County	CA	95123			
8d37eaf0-1f4b-49d3-a847-78e25b1ccd73	51.815336	-0.350174	GBR		E01023702		St Albans			AL5 5		
8d388ca5-7ac4-4ea9-ac13-7a50207fec55	25.155767	55.410119	ARE					Dubai Sector VI				
8d3a1110-db6b-4922-857b-02ac7509ccd9	25.196012	55.427486	ARE					Dubai Sector IV				
8d3ff3be-5917-4009-9589-47107352731b	41.887944	-88.199546	USA	170438415042	Winfield township	Chicago, IL	DuPage County	IL	60185			
8d44df05-3f23-47ba-81aa-2e9bbae3f531	51.193575	7.189253	DEU			Remscheid Stadt				42855		
8d4502a1-796f-48ab-87da-23f3e73f225f	33.630405	-84.541304	USA	131210103074	Atlanta CCD	Atlanta, GA	Fulton County	GA	30349			
8d4a9064-c568-41ee-9499-8b346ad8aec7	25.323721	55.413874	ARE					Sharjah				
8d4e47d7-43b4-4e57-8913-fc669f4e3383	24.016438	52.765619	ARE					Al Dhafra				
8d4f08bb-6b6c-4e03-b6ab-e57fa7ce418d	24.498136	54.374414	ARE					Abu Dhabi				
8d5269a6-a130-4b26-973f-0be876150cc7	25.132755	55.229780	ARE					Dubai Sector III				
8d53852b-8796-4972-85ea-a9c17dc5993c	25.271889	55.299387	ARE					Dubai Sector I				
8d55dcf7-3091-4e45-8869-8117ccb86c17	24.753706	46.572978	SAU				Ad Diriyah					
8d5b3718-e12d-4cb3-95cc-317159b4567b	43.558691	-79.644727	CAN	35211439	Mississauga	Toronto	Peel	Ontario	L5C			
8d606f6e-3f0b-4327-9e5e-5f21b4eab909	45.671214	4.790437	FRA		692040103	Saint Genis Laval				69230		
8d63751b-f103-40e2-a583-046c8fb344aa	25.114293	55.196214	ARE					Dubai Sector III				
8d63b07d-57f3-45db-a276-df5f1e931a6c	25.402349	55.438658	ARE					Ajman				
8d6500b9-6d54-4646-9a99-a3e78ef9cce6	24.439720	54.432715	ARE					Abu Dhabi				
8d65c4fd-df37-400d-97dd-bd4e47441cbb	25.260834	55.293837	ARE					Dubai Sector III				
8d67f2b4-02ca-47b8-b2c2-93e991ad58e8	45.369945	-71.889949	CAN	24430268	Sherbrooke	Sherbrooke	Sherbrooke	Quebec	J1H			
8d681132-242d-4633-bb1d-e1141a0414b9	46.616725	-72.666570	CAN	24360125	Shawinigan	Shawinigan	Shawinigan	Quebec	G0X			
8d6881bf-5179-4dcd-b3c1-e81ce6cc88e3	-37.837764	144.965061	AUS	20605151210		Port Phillip C	South Melbourne	Victoria		3205		
8d70c984-bf0a-4dac-8f69-11f21ff3e7c1	24.487526	54.568550	ARE					Abu Dhabi				
8d75f514-33c6-49b4-b011-1de0cdad96b3	25.275558	55.338726	ARE					Dubai Sector I				
8d7839cb-76b4-44ec-b692-ca16ffd17c99	24.779344	46.673069	SAU				Al Riyad					
8d78eb16-7479-44a4-b043-6eae61cce670	24.604294	46.741400	SAU				Al Riyad					
8d797324-b3b2-494a-8818-74cf3f58baf0	24.477148	54.364919	ARE					Abu Dhabi				
8d7e2288-9894-4432-a1c3-869b0b43fe04	12.971084	80.195201	IND				Sholinganallur					
8d82fc19-cd3e-4e37-bd9b-21fd3711ce7a	26.285886	50.202437	SAU				Al Khubar					
8d84447e-a9c3-4333-81ec-11b6cadd1b8f	33.534780	-84.187618	USA	131510702123	McDonough CCD	Atlanta, GA	Henry County	GA	30281			
8d870a39-65a8-4f38-8086-a1a7da856fc2	43.653250	-79.368462	CAN	35204229	Toronto	Toronto	Toronto	Ontario	M5A			
8d8847db-b474-4a79-ac58-9f2e02232fae	-35.170044	149.096310	AUS	80104103610		Unincorporated ACT	Casey	Australian Capital Territory		2913		
8d8ee758-332e-4017-be02-db11d675ee1f	25.196746	55.275756	ARE					Dubai Sector III				
8d9447fa-4ece-470f-910a-c50c258cce2c	24.007602	53.736141	ARE					Al Dhafra				
8d9bb0c7-4d2e-4bb7-9e68-6cb7bdcd421d	40.561688	-74.465159	USA	340230004033	Piscataway township	New York, NY	Middlesex County	NJ	08854			
8d9e6db7-b776-44a2-a24f-b224d6c4d039	25.220038	51.474530	QAT				Fereej Al Asiri Bu Hamour Mesaimeer etc					
8da0d591-cf1e-474a-8264-f13c71b2edcb	24.480149	54.607737	ARE					Abu Dhabi				
8da37ea4-9f77-4ba3-b367-bcbb3953d2ee	28.520424	77.229012	IND				Hauz Khas					
8da76458-d519-49d0-80f8-0014760f5720	42.426544	-71.067848	USA	250173413012	Malden city	Boston, MA (Manchester, NH)	Middlesex County	MA	02148			
8da78569-bd7a-4acc-a378-f6b767c89e8e	25.126463	56.354867	ARE					Fujairah				
8da9af04-4a40-4716-b315-ab02322a1b7b	25.049270	55.135450	ARE					Dubai Sector V				
8daa0713-c4fe-47e1-adfb-515bb99c4329	44.334416	23.801136	ROU				Craiova		20	200589		
8dac4cbf-811d-4c4a-b464-bd32d4ceb53d	23.972647	52.263101	ARE					Al Dhafra				
8daccb81-9f05-4003-ac7e-3fb60f3ca05c	25.299402	56.362918	ARE					Fujairah				
8db8ddeb-7e8f-407a-ab5b-61474c8d37a0	29.102240	77.268459	IND				Baraut					
8dbaa5b8-98e0-4f73-9da2-5177e2379b67	24.699492	46.710957	SAU				Al Riyad					
8dbc15be-9305-408a-911d-ee0f47f368bd	52.515921	13.302788	DEU			Berlin Stadt				10585		
8dbd665a-5f46-4c49-b797-2c71eb37dbee	52.430947	-1.833672	GBR		E01009032		Birmingham			B28 9		
8dbd7762-23c0-4c20-92b3-ac78b696b135	24.947065	55.079388	ARE					Dubai Sector V				
8dbfff30-5d63-4f16-ba5f-b282b8133499	24.486224	54.361737	ARE					Abu Dhabi				
8dc01b0b-10e3-4890-a7e9-a21592658412	25.277834	51.522515	QAT				Fereej Abdel Aziz					
8dc559c3-050b-491c-a089-d000c2f8fb07	24.158593	47.320913	SAU				Al Kharj					
8dc6c649-243c-4c2b-a7cc-b4b50f4d6c26	25.141393	55.251708	ARE					Dubai Sector III				
8dd0213b-5b4f-48cb-bd41-3f9e77870e5f	11.128412	79.509274	IND				Thiruvidaimarudur					
8dd0d052-2803-448a-bfe6-66f0b6985d36	24.611541	46.755830	SAU				Al Riyad					
8dd3b918-3193-40be-bd3a-04ced168f5b7	25.198352	51.424132	QAT				Industrial Area					
8dd5e109-6e8b-439c-9115-d6a4d824b39c	21.278571	40.441304	SAU				At Taif					
8dd61621-c454-4d0b-8a83-bbf446e894d8	25.258591	55.322046	ARE					Dubai Sector I				
8dd640b7-0ba0-49b1-9553-9c24969a9bd2	48.590771	7.746659	FRA		674820503	Strasbourg				67000		
8ddc4cc0-f8ea-46be-b83f-faaf22568da7	24.019437	47.487094	SAU				Al Kharj					
8ddfa069-5515-47b4-9a1c-0f9ae44f8eaa	24.550355	46.518268	SAU				Al Riyad					
8de14771-bc2e-4d54-9692-ffcb54cd3489	24.350864	54.519824	ARE					Abu Dhabi				
8de3af64-1c00-4e1b-905c-56d956df5a5e	16.322146	80.473038	IND				Pedakakani					
8de6d2e8-4341-4359-a202-73c02e2133c3	25.224728	55.386828	ARE					Dubai Sector II				
8def89bc-259e-43a6-93c6-35e63dd1a78b	25.343455	55.491642	ARE					Sharjah				
8df13595-f527-4c33-aa8a-4127be922e61	37.644165	126.619310	KOR				Gimpo si					
8df4927f-d79c-42f3-adb3-307c31490e48	25.437694	49.583541	SAU				Al Ahsa					
8df5835a-d8d1-4873-b015-544658f7fc1d	25.274952	55.377757	ARE					Dubai Sector II				
8df8d407-7d7c-462b-b7b7-3c155e0b852a	25.280290	51.408118	QAT				New Al Rayyan Al Wajba Muaither					
8dfbc46c-db59-42ef-bdda-07293d7358a9	25.287812	55.332215	ARE					Dubai Sector I				
8dfc9121-41fd-4ed0-9bc8-8d740ef25195	40.421261	-3.714194	ESP	2807909013		Madrid				28008		
8e00468e-3c84-442d-9294-ad38eded7499	43.663357	-79.419802	CAN	35201072	Toronto	Toronto	Toronto	Ontario	M6G			
8e017dcc-b6bc-4390-a187-3f72c4860469	37.549745	-121.962044	USA	060014419282	Fremont CCD	San Francisco-Oakland-San Jose, CA	Alameda County	CA	94538			
8e0df057-356c-4e6c-88db-efff9ec779b8	25.237728	55.346649	ARE					Dubai Sector II				
8e13b24b-10ef-47de-9479-e091dca12a3c	24.990986	55.144946	ARE					Dubai Sector V				
8e189190-c7c9-48c4-ae56-cd16a69dcbf9	51.615054	7.781185	DEU			Bonen				59199		
8e1bf7d8-025d-4ba6-ad84-f6e7df58c2e9	25.316795	55.398390	ARE					Sharjah				
8e28dfeb-0edc-4d21-9a80-8a6ceb1cb896	42.149344	-71.656449	USA	250277502003	Northbridge town	Boston, MA (Manchester, NH)	Worcester County	MA	01534			
8e2babde-7a53-4bbe-989c-1abdacf3096e	25.298296	55.367210	ARE					Dubai Sector II				
8e2d1443-d486-4f93-af2e-6c561be5c091	41.203647	-111.949819	USA	490572016002	Ogden CCD	Salt Lake City, UT	Weber County	UT	84403			
8e2d2a12-f551-4a04-9cb7-748fde67b387	26.990549	49.651336	SAU				Al Jubayl					
8e2fd98d-8a5d-4f4e-8891-add73e551230	24.574031	46.706623	SAU				Al Riyad					
8e3162f0-1f77-4bfe-a067-b00c83a9472a	26.377750	43.950105	SAU				Buraydah					
8e319d12-72d8-4572-b699-435e8a41b8b7	25.011074	55.107737	ARE					Dubai Sector V				
8e34d739-862a-415a-9a20-8546a951628e	13.027941	80.270251	IND				Mylapore					
8e374eb8-4067-4508-8711-bd4c6e8386a2	32.961620	-96.810649	USA	481130136202	Northeast Dallas CCD	Dallas-Ft. Worth, TX	Dallas County	TX	75248			
8e39b84f-36c7-44e9-960f-20a8563cd5ee	59.332457	18.052688	SWE			Stockholm				111 22		
8e3c86c9-39ec-445c-97fe-b7009a459bc3	24.482373	54.364405	ARE					Abu Dhabi				
8e3dbd23-af0d-496f-8ef3-accd792ca640	13.855855	75.549753	IND				Shimoga					
8e3f2a4b-40cc-44ab-883e-77ca4bc3c0e9	24.236008	55.771628	OMN				Al Buraymi					
8e40eab1-8d04-4f41-ae62-2c1fd6a3fc12	25.285335	55.329780	ARE					Dubai Sector I				
8e42a564-32f9-4d1c-a4c9-6f4129af2b1c	24.779249	46.652591	SAU				Al Riyad					
8e4922cd-a5e4-48ce-b870-410a624fc2a0	21.425926	39.215346	SAU				Jiddah					
8e4c0cbe-3d73-47bb-a8d9-4b8da32d64dd	32.393543	-83.302444	USA	130237901002	Cochran CCD	Macon, GA	Bleckley County	GA	31014			
8e5337e6-b6e8-4e6b-99d8-50486a715f62	25.173710	51.544748	QAT				Al Thumama Al Wukair Al Mashaf					
8e55eedd-98ba-41d4-aba3-407f52b6afd9	24.819144	46.842850	SAU				Al Riyad					
8e58b972-ccfe-4531-8060-46dde3073af6	30.752143	76.733579	IND				Chandigarh					
8e5c36fb-850e-4b28-b8df-3d8a449da09b	37.314231	127.085263	KOR				Yongin si					
8e5e0b7d-105b-4f4f-9c4f-a354efc016d1	25.339000	55.401482	ARE					Sharjah				
8e60ce61-2c6b-4eb7-98f6-ce28489f38e9	32.792449	-96.783351	USA	481130022003	Northeast Dallas CCD	Dallas-Ft. Worth, TX	Dallas County	TX	75204			
8e632e7e-cef8-469f-8587-da0992e85a1c	24.840667	46.652208	SAU				Al Riyad					
8e63fe85-38ac-4749-8a3a-48a66f965da4	21.576079	39.172081	SAU				Jiddah					
8e68a85f-7c6f-4795-9cf0-0edb39075a97	25.262823	55.324750	ARE					Dubai Sector I				
8e692251-b47d-470f-bcc4-911b28a9e7d5	16.602072	42.952300	SAU				Samtah					
8e6ed530-aab6-4528-924d-9fb6fd5bcecf	24.258661	54.626952	ARE					Abu Dhabi				
8e714bbd-ca9f-42a4-beb2-278e0b9297e6	24.346549	54.493150	ARE					Abu Dhabi				
8e715e6f-166d-43c3-b397-10eb60f6e862	25.317062	55.411862	ARE					Sharjah				
8e75b26d-965e-43b8-bcd4-8e40fa83c2ee	27.579560	81.440075	IND				Mahasi					
8e7af650-ffa8-45a9-aac0-c43b599606d1	24.466270	39.616883	SAU				Al Madinah					
8e82277e-4bd4-49d3-a16c-73efc0082dc3	48.827592	2.370860	FRA		751135026	13eme Arrondissement Paris				75013		
8e82eec9-ba6b-4a61-9a4e-ed8b0694e4e1	24.331379	54.534134	ARE					Abu Dhabi				
8e8818bf-b5bc-42e0-99a4-fd95c4185936	25.263270	55.308665	ARE					Dubai Sector I				
8e88e02d-db9d-4bde-bda0-3067407ad1a9	24.797131	46.658278	SAU				Al Riyad					
8e89a5ea-75d6-49a4-93fb-60a8dc17708e	50.166255	3.229392	FRA		591220110	Cambrai				59400		
8e8b7817-7217-4fab-a17e-a3a7af26ce0d	24.567141	46.754157	SAU				Al Riyad					
8e902ec3-c0f0-478c-9ed4-cdf4e160a8ef	25.380332	49.592894	SAU				Al Ahsa					
8e90b7fd-b33e-4d95-a111-a6b38f407f45	10.736581	79.510644	IND				Needamangalam					
8e937576-a95c-41cc-bf3e-b89faf4695f4	31.671976	75.620922	IND				Dasua					
8e977176-929b-4eb0-9ae3-fab7693e48ea	34.622648	-112.314846	USA	040250006082	Prescott CCD	Phoenix, AZ	Yavapai County	AZ	86314			
8e9e788d-6397-4502-a7ad-7edf72ddb33a	12.955511	77.571128	IND				Bangalore North					
8ea0a5c9-4c40-462c-942b-906caea5d387	21.270532	40.401402	SAU				At Taif					
8ea54ebe-3f2e-4d1e-a2e0-e87d4bfaf041	54.517005	-5.888516	GBR		N00001797		Lisburn and Castlereagh			BT8 8		
8ea61d20-159f-4e71-9656-a3064cace264	25.296967	56.355943	ARE					Fujairah				
8eaa2948-99c0-4942-986e-d0a718b48110	24.371937	54.515137	ARE					Abu Dhabi				
8eaf1507-6937-4dd7-924e-9d2badedbbc7	51.559946	0.655457	GBR		E01015819		Southend on Sea			SS9 4		
8eaf63dc-bd8c-4239-8962-897650206a4b	18.244296	42.763944	SAU				Khamis Mushayt					
8eb0fd15-c6ea-484c-b143-99f0ee009679	50.215263	8.266273	DEU			Idstein Hochschulstadt				65510		
8eb14829-8a9f-4fc3-9cac-22be98386028	25.794704	55.946437	ARE					Ras Al Khaimah				
8eb524da-3c2a-49dd-99cf-cb4d00f2f1d7	25.040485	55.116356	ARE					Dubai Sector V				
8eb595a4-3753-4d64-8be4-893cc851937d	60.187934	24.955602	FIN			Helsinki				00500		
8ec30c45-2ac8-40f7-b4e1-3f672a969837	25.101374	55.345629	ARE					Dubai Sector VI				
8ec6e2e9-4610-424a-808f-57acd507ab62	24.367927	54.510767	ARE					Abu Dhabi				
8ec8618a-d9df-4778-83a8-0b7c4382db7e	25.164072	51.436112	QAT				Industrial Area					
8eceb7d1-01b6-45a6-b832-df91c77eb62c	25.098566	55.129810	ARE					Dubai Sector III				
8ecf8d2e-9264-4149-bea1-23ccf4fd165b	19.533719	41.153443	SAU				Al Mukhwah					
8ed0dcd9-2a19-4dbf-9310-c73bd20e4c22	51.558181	0.180862	GBR		E01000039		Barking and Dagenham			RM7 0		
8ed31c36-3dfb-461c-add4-928e14a46374	24.547877	46.660884	SAU				Al Riyad					
8ed404c8-d97e-4640-8b20-b9205868836d	25.243643	55.300444	ARE					Dubai Sector III				
8ed64705-a31e-4df0-89ba-4e22521b36aa	25.244056	55.293560	ARE					Dubai Sector III				
8eda105b-f489-4374-9e36-01e3a17fc4cb	45.459452	-73.545156	CAN	24661230	Montréal	Montréal	Montreal	Quebec	H3E			
8edaf21a-75b8-4cae-a427-7139c874fa9f	50.148429	8.756515	DEU			Frankfurt am Main Stadt				60388		
8edfe517-c85c-40f4-8e81-c2234d0410b5	24.210963	55.589238	ARE					Al Ain				
8ee674af-fa54-4718-a80c-6edb2548f191	52.583463	-0.279491	GBR		E01015691		Peterborough			PE3 9		
8ee6f52c-e30d-41d2-b0a4-b8c3390af19b	25.289156	55.452152	ARE					Sharjah				
8ee9dedf-dc6b-42e0-b770-b7f1a375823e	24.342574	54.489986	ARE					Abu Dhabi				
8eebb25c-e05a-4365-98d7-2b0048b451cf	25.285332	55.327689	ARE					Dubai Sector I				
8eec49a5-f75c-4b3e-88a9-3e0374275a50	25.222721	55.355439	ARE					Dubai Sector IV				
8eeee532-f12f-46e6-996c-cac3ca9203b0	24.986282	55.140587	ARE					Dubai Sector V				
8ef0382a-6c7f-4c8a-898d-6d8aa0ecd6ce	52.074110	5.127500	NLD		03440721	Utrecht				3523		
