segment_id,card_id,segment_name,tenant,country,status,is_deleted,creator,creation_date
87771,fafcefb62ad645d19326ee7ab9f39c74,NC > L > Near > Geographic > Postcode > 3163,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:29:42
87770,0e828b11836a025e65d1b903fa71fa2d,NC > L > Near > Geographic > Postcode > 3155,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:28:57
87769,c2be6b1f93340e1ed249fdc848bfb35b,NC > L > Near > Geographic > Postcode > 7330,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:28:19
87768,ebf235432c8e55ff0b3d746432d8dc02,NC > L > Near > Geographic > Postcode > 5097,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:19:31
87767,71b6068d20fb04bdbfb4fb3b4e847084,NC > L > Near > Geographic > Postcode > 2216,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:18:36
87766,378937b2b77f418dc1da81dea0feb720,NC > L > Near > Geographic > Postcode > 3357,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:16:44
87765,01a468d5c3dc84df2c25773d7c3e9641,NC > L > Near > Geographic > Postcode > 2707,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:15:47
87764,71891cdd0509c6621b590901e9b1f0ff,NC > L > Near > Geographic > Postcode > 6415,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:14:40
87763,488ecf62b01e220717991383889a0fbb,NC > L > Near > Geographic > Postcode > 2852,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:13:00
87762,bdf7c3f09086a4a5af7128c19dfd0b61,NC > L > Near > Geographic > Postcode > 2518,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:11:50
87761,cc75573570b8110450446f5194c1202f,NC > L > Near > Geographic > Postcode > 4455,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:11:11
87760,a205c0a7cb22211a7f9269ce6950b707,NC > L > Near > Geographic > Postcode > 3073,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:09:55
87759,0c875fb3ed848e7857036c07cac402ed,NC > L > Near > Geographic > Postcode > 2399,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:05:27
87758,b584d63b0364cb6a595c57af650167f6,NC > L > Near > Geographic > Postcode > 5371,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:04:44
87757,bcf2964ebb36483ab18392ac8e5c41ad,NC > L > Near > Geographic > Postcode > 6505,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:03:37
87756,937415d9471ead3ed9aa17276d0c6de0,NC > L > Near > Geographic > Postcode > 7150,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:02:54
87755,49cdbdcc91458246241bda552a152764,NC > L > Near > Geographic > Postcode > 4857,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:01:21
87754,953ee817800d768781e537cfc859af6c,NC > L > Near > Geographic > Postcode > 6123,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:00:49
87753,9c1fc7024306f2455fd9fe82c6d85c65,NC > L > Near > Geographic > Postcode > 2730,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 12:00:16
87752,053e06413966061a4528d1f56dfd0869,NC > L > Near > Geographic > Postcode > 2466,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:59:39
87751,32af24781d04939e005c2cbaea9bd7ed,NC > L > Near > Geographic > Postcode > 3620,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:59:00
87750,6a68c01c77aab2938fb1262683cc5c6e,NC > L > Near > Geographic > Postcode > 5108,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:58:21
87749,e5adb63cea24b081ad6dfcd87a2a071e,NC > L > Near > Geographic > Postcode > 2128,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:57:13
87748,6b128ad9298fa7d66682899d08c0ca1a,NC > L > Near > Geographic > Postcode > 4178,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:56:18
87747,8a589f5de4540138840d40496c38e2b2,NC > L > Near > Geographic > Postcode > 2880,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:55:31
87746,15ba506eae3b3f440942b64bd983d1a1,NC > L > Near > Geographic > Postcode > 4710,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:54:43
87745,14c2f6eacccda2cea1ae462179ac2801,NC > L > Near > Geographic > Postcode > 3102,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:52:47
87744,1fc6a535cb0d7a2c07dda338b6c546a9,NC > L > Near > Geographic > Postcode > 3752,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:51:38
87743,26dcef2d55f3b7adb7b2ad56e1549fbe,NC > L > Near > Geographic > Postcode > 4031,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:51:02
87742,ebe929934b2333444ad3411e7347a834,NC > L > Near > Geographic > Postcode > 3749,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:49:58
87741,a06298ccd409743d93c212d837074fba,NC > L > Near > Geographic > Postcode > 2232,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:48:51
87740,09e51ea33fad84c41346f93b56ab5f58,NC > L > Near > Geographic > Postcode > 3562,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:48:08
87739,1ee1083ed1513ed1566fcd1d96cb88ea,NC > L > Near > Geographic > Postcode > 4486,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:46:56
87738,835f82dd9df013099f6d0bd45f6bcb3b,NC > L > Near > Geographic > Postcode > 2785,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:46:18
87737,c134380ce94677eccf69391c33f73c2e,NC > L > Near > Geographic > Postcode > 4155,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:41:47
87736,293d9682c50772629c494797dc5af019,NC > L > Near > Geographic > Postcode > 4753,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:41:00
87735,9366c4bdb2e63f2df7e2b2518e0f739c,NC > L > Near > Geographic > Postcode > 6346,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:40:28
87734,7604c5e2af2fa3f7dfab307d16c987c1,NC > L > Near > Geographic > Postcode > 2551,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:39:06
87733,dc53bce19d89fa3ba97f2ebb97723131,NC > L > Near > Geographic > Postcode > 5481,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:38:16
87732,c239a4d4673370a1fd6896c0a50bfbeb,NC > L > Near > Geographic > Postcode > 2292,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:37:32
87731,637e912b2ac1d763a4299e8742efa05e,NC > L > Near > Geographic > Postcode > 7024,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:36:50
87730,6028f55166d2cbc18eede1fad0561d13,NC > L > Near > Geographic > Postcode > 3434,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:35:59
87729,bac86c2aba395e4e97f7bd0e13331de6,NC > L > Near > Geographic > Postcode > 6477,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:35:31
87728,fbabb0253da99e4aa2de13bf2561fe48,NC > L > Near > Geographic > Postcode > 5485,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:35:01
87727,6c348ac78c3661712bd7dfcc89c09abd,NC > L > Near > Geographic > Postcode > 2338,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:33:10
87726,a0ecd46fb40ed5b336d97ed7b5e239e2,NC > L > Near > Geographic > Postcode > 3385,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:32:30
87725,db1d05c795ce84fd7384b41ac8101380,NC > L > Near > Geographic > Postcode > 3302,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:32:04
87724,6f92dd07f95e6d3e332efaf6fb1f2d9f,NC > L > Near > Geographic > Postcode > 4428,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:31:28
87723,a1699670462e903b7cc1e3e47c4aaede,NC > L > Near > Geographic > Postcode > 5236,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:30:46
87722,fc656efd32d6e070c7d0e020881d59e8,NC > L > Near > Geographic > Postcode > 6528,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:30:19
87721,a6dedcac892432327ff723665f4db0b4,NC > L > Near > Geographic > Postcode > 3418,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:29:12
87720,169dc86309dadad6af8fe7a7d14a9985,NC > L > Near > Geographic > Postcode > 2790,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:28:37
87719,96d435322125be1bfabfc10ae2defa65,NC > L > Near > Geographic > Postcode > 4812,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:26:29
87718,5893cf4b57a800f1918e0a5e6318ae76,NC > L > Near > Geographic > Postcode > 2602,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:25:39
87717,3ba1903fc16998cc207c04bdd11012d3,NC > L > Near > Geographic > Postcode > 4074,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:24:46
87716,785f6af9d164474fdba519c14b4ec095,NC > L > Near > Geographic > Postcode > 3888,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:23:04
87715,d41bc51e5d67aa9d1651f189c90b6015,NC > L > Near > Geographic > Postcode > 4671,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:22:32
87714,1ea99d335777914572868dd37d3de26a,NC > L > Near > Geographic > Postcode > 4419,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:21:58
87713,d936ef31e8c80788521fbc5e9f962fee,NC > L > Near > Geographic > Postcode > 3205,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:21:12
87712,08c53659c7420537b1ae61fc3d52eb42,NC > L > Near > Geographic > Postcode > 4287,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:20:26
87710,b9ac5a4c0c2b299f865253d4641c9824,NC > L > Near > Geographic > Postcode > 2786,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:19:44
87709,dcb37fd9f71546fa1f801ac33615cdf5,NC > L > Near > Geographic > Postcode > 6392,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:18:58
87708,b5871bb90966ba996a6e6015e17dc8d1,NC > L > Near > Geographic > Postcode > 3242,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:18:29
87707,dc77f2854349ec86ea65accbe4931864,NC > L > Near > Geographic > Postcode > 2767,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:18:12
87706,1d829fa44ce278dd09a3aa4f4ad370b6,NC > L > Near > Geographic > Postcode > 3804,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:17:57
87705,7db54e9d61764281006dcae7514f3a47,NC > L > Near > Geographic > Postcode > 5480,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:17:51
87704,ace5b13bce667ddb359992a0c6e2ba65,NC > L > Near > Geographic > Postcode > 5400,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:17:30
87703,0f1535183e39aaee148347414e89da1b,NC > L > Near > Geographic > Postcode > 7304,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:17:22
87702,340976880d66e02bfc81f32d619ad100,NC > L > Near > Geographic > Postcode > 6639,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:17:03
87701,6b10643d3e823cc3d37b8d3fc0584e58,NC > L > Near > Geographic > Postcode > 2179,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:16:48
87700,7f072392c9fd6cc99293a19f8d22414d,NC > L > Near > Geographic > Postcode > 3810,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:16:41
87699,12046d5db06b658fa62296d28a00610b,NC > L > Near > Geographic > Postcode > 4621,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:16:30
87698,24c81f3b7b9f97df0dba0dda03a1fe95,NC > L > Near > Geographic > Postcode > 3170,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:16:10
87697,1ec6551a50815ede85f6ee1f197040f4,NC > L > Near > Geographic > Postcode > 4470,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:16:07
87696,56f3f3a93fef9050c2142a22295869fb,NC > L > Near > Geographic > Postcode > 4006,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:15:48
87695,bf19e70507e8e7421a495ccc0f6ffda3,NC > L > Near > Geographic > Postcode > 3384,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:15:38
87694,8604beffa17244ca1332bdfc7addad4d,NC > L > Near > Geographic > Postcode > 2006,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:15:22
87693,1e43a35baa22739b7ffe423e7bd180d6,NC > L > Near > Geographic > Postcode > 3882,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:14:52
87692,076e1ed4d3e9ad92242126342d23aa3f,NC > L > Near > Geographic > Postcode > 2092,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:14:34
87691,2bad882df6e7cb57a723d7d4921cc12d,NC > L > Near > Geographic > Postcode > 2914,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:13:55
87690,8ef0fb78cc4bf33fdb85a4738f4228ef,NC > L > Near > Geographic > Postcode > 5710,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:13:39
87689,fc0df9b7886f0ea3fbfc40312264d8ce,NC > L > Near > Geographic > Postcode > 5068,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:13:15
87688,823bd364eb1150def353f714df2752a0,NC > L > Near > Geographic > Postcode > 2607,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:13:13
87687,88a2b4c01612f6dfc07f9a9df4947990,NC > L > Near > Geographic > Postcode > 3722,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:12:52
87686,34c793d9d226b3cb678513a6faa0d64c,NC > L > Near > Geographic > Postcode > 2298,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:12:43
87685,8c547a2a33d95bd652725a02f5097049,NC > L > Near > Geographic > Postcode > 3987,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:12:33
87684,146aa392b9f2c164b5850928b4cf89fe,NC > L > Near > Geographic > Postcode > 5238,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:12:19
87683,1604dc53120004b4097b9f9d4c7f3fc4,NC > L > Near > Geographic > Postcode > 3129,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:12:13
87682,547175bbc9a7b5b5f213acd061526cff,NC > L > Near > Geographic > Postcode > 6182,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:12:00
87681,c05b08a798589020ea9c189a82c5b267,NC > L > Near > Geographic > Postcode > 2555,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:11:40
87680,d3be41708a96b3266b2608a07abc7e37,NC > L > Near > Geographic > Postcode > 3130,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:11:28
87679,6d8c1628f4f460b482e3805da975ce95,NC > L > Near > Geographic > Postcode > 2737,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:11:00
87678,7e7eaacef4adab9fbab0e1a3fe429fcc,NC > L > Near > Geographic > Postcode > 2721,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:10:50
87677,0eb6c1e1fda33d040e55ff4b6367b1d4,NC > L > Near > Geographic > Postcode > 5580,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:10:32
87676,6c62638d373e8c0de423a5dfdfe195a6,NC > L > Near > Geographic > Postcode > 3310,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:10:11
87675,9b9c37b7884e134d000042e40b07213e,NC > L > Near > Geographic > Postcode > 4727,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:10:08
87674,5759d211cb20e685730fdd54de19e0a4,NC > L > Near > Geographic > Postcode > 6359,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:09:51
87673,d34377d83b6a52525cc26086ac99c4ee,NC > L > Near > Geographic > Postcode > 3483,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:09:40
87672,133ea670813b147f437aa9e1a506f326,NC > L > Near > Geographic > Postcode > 3450,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:09:18
87671,0b91b498b8c0153e193f594ea9783cfe,NC > L > Near > Geographic > Postcode > 4378,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:09:15
87670,503020037dae8ff5e4c874b58c9a835e,NC > L > Near > Geographic > Postcode > 3305,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:08:58
87669,d1f33da99d33d87c18db5d9e232d66ac,NC > L > Near > Geographic > Postcode > 2900,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:08:40
87668,41ab9790133ea1f15398b38a6de64dc9,NC > L > Near > Geographic > Postcode > 4425,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:08:32
87667,6965cf43caa10a057043375badf10298,NC > L > Near > Geographic > Postcode > 2221,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:08:17
87666,527fea4a8b1c4aaa88998ca510deb36e,NC > L > Near > Geographic > Postcode > 4210,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:07:54
87665,db2238d117136df3e61c28c216fbbd1d,NC > L > Near > Geographic > Postcode > 4053,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:07:50
87664,834a62395afcee6af7765f633d9a8322,NC > L > Near > Geographic > Postcode > 4490,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:07:26
87663,6170059a86c6b12b7479b8660598db5e,NC > L > Near > Geographic > Postcode > 5137,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:07:11
87662,02b2f7e947002b4dae03000c4576187e,NC > L > Near > Geographic > Postcode > 6285,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:07:04
87661,e36179ba2627e824c0c1c86a9d7141e2,NC > L > Near > Geographic > Postcode > 6163,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:07:03
87660,a15fc6ed4bbc265962ce67a0c3365a6f,NC > L > Near > Geographic > Postcode > 3351,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:06:53
87659,8dccec3dee205d577a5907bd55e345d9,NC > L > Near > Geographic > Postcode > 2622,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:06:38
87658,64992db407a10d3f40b8ad7f44511033,NC > L > Near > Geographic > Postcode > 2833,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:06:30
87657,39b9f75c8a7e8da8af5f4febf04f5cca,NC > L > Near > Geographic > Postcode > 6760,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:06:21
87656,14470a7619e7fd96da98f60d2f24afe4,NC > L > Near > Geographic > Postcode > 3714,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:06:10
87655,d07659fce04df76957ca6c7c847097ef,NC > L > Near > Geographic > Postcode > 3451,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:06:08
87654,ce95fdbbc321ffadd83060f59be06734,NC > L > Near > Geographic > Postcode > 3664,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:05:51
87653,89c74a36077ef7778b53dbcb9161c3a5,NC > L > Near > Geographic > Postcode > 5340,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:05:45
87652,4074382bfb42eb24f0650c5d196c91b0,NC > L > Near > Geographic > Postcode > 2455,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:05:44
87651,2726dc5097c1243374af7b091a5f8c69,NC > L > Near > Geographic > Postcode > 3482,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:05:25
87650,ca9af9a4674f2b2d49841d652b01a732,NC > L > Near > Geographic > Postcode > 5490,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:05:20
87649,8c21ad2e17d194740f471761f7c25754,NC > L > Near > Geographic > Postcode > 6365,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:05:15
87648,da054d1fdf5d684c50849b326746293f,NC > L > Near > Geographic > Postcode > 6012,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:04:50
87647,2e1e2acf574098c04cae24e4c769d7b0,NC > L > Near > Geographic > Postcode > 2546,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:04:47
87646,983a05840e7f1a4a57eeac1a91245cb1,NC > L > Near > Geographic > Postcode > 2359,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:04:31
87645,6d8f3c9d347b4506d365484e0680a907,NC > L > Near > Geographic > Postcode > 2157,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:04:11
87644,c743543b4c548233b534f67d78c90f46,NC > L > Near > Geographic > Postcode > 6232,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:04:07
87643,60852ba3b818b189953a40e70a4a4178,NC > L > Near > Geographic > Postcode > 4209,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:04:04
87642,61d7a0514fb76e223d1eda999c2961e0,NC > L > Near > Geographic > Postcode > 4133,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:03:53
87641,85eb2480c84f5f67bc0cdc48c084d892,NC > L > Near > Geographic > Postcode > 2009,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:03:24
87640,5e22c64bd9b392f6cbfca085c6002207,NC > L > Near > Geographic > Postcode > 7173,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:03:23
87639,018aa221fd9fb3b2a0963dc7e6477320,NC > L > Near > Geographic > Postcode > 3595,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:03:04
87638,2adc46bfed71d5f8ee5ac1070cbf998d,NC > L > Near > Geographic > Postcode > 3690,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:02:48
87637,679ff03dd2fd63d83210d2571e66d465,Do not use 5,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:02:45
87636,ba16e1c0bed46252fdeabe13f1523714,NC > L > Near > Geographic > Postcode > 2803,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:02:43
87635,cea03b3350ab7b8d92f100c13b88cbba,NC > L > Near > Geographic > Postcode > 2371,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:02:24
87634,0ffc6745d7dd03b2b52121903f172528,NC > L > Near > Geographic > Postcode > 3321,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:02:08
87633,6f66a91efe2401697c0110da5e716a78,NC > L > Near > Geographic > Postcode > 2103,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:01:58
87632,c7086f973325d7383f69edd3c70a5b31,NC > L > Near > Geographic > Postcode > 4557,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:01:51
87631,54b23441c5b13cc3370ca5bf7f3d126a,NC > L > Near > Geographic > Postcode > 3694,newscorp-postcode,AUS,Active,No,preethish@near.co,2024-03-15 11:01:42
87630,a20185e3b6c371cea1f252566485c6e4,NC > L > Near > Geographic > Postcode > 5120,newscorp-postcode,AUS,Active,No,pavan@near.co,2024-03-15 11:01:30
87629,47baf09b872f45bb0e7de2039c550639,NC > L > Near > Geographic > Postcode > 3075,newscorp-postcode,AUS,Active,No,sandesh@near.com,2024-03-15 11:01:25
